timestamp,open,high,low,close,sslUp,sslDown,crossover_signal,previous_sslUp_A,current_sslDown_B,current_sslUp_C,previous_sslDown_D,status,efficiency
2023-07-03 00:02:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:03:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:04:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:05:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:06:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:07:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:08:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:09:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:10:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:11:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:12:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:13:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:14:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:15:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:16:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:17:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:18:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:19:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:20:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:21:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:22:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:23:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:24:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:25:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:26:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:27:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:28:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:29:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:30:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:31:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:32:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:33:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:34:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:35:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:36:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:37:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:38:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:39:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:40:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:41:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:42:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:43:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:44:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:45:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:46:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:47:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:48:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:49:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:50:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:51:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:52:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:53:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:54:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:55:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:56:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:57:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:58:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 00:59:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 01:00:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 01:01:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
2023-07-03 01:02:00+05:30,1.09095,1.09095,1.09095,1.09095,1.09095,1.09095,0,0.0,0.0,0.0,0.0,0,0
